backbone,filepath,relative_path,source_folder,filename,sample_rate,num_samples,predicted_index,predicted_label,predicted_probability,true_index,is_correct,inference_time_sec,prob_Mode1,prob_Mode2,prob_Mode3,prob_Mode4,prob_Mode5,prob_Mode6,prob_Mode7,prob_Mode8,prob_Off,prob_On
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173304_10.wav,Mode1/audio_20250702_173304_10.wav,Mode1,audio_20250702_173304_10.wav,48000,48000,0,Mode1,0.9999638795852661,0,True,0.004842041991651058,0.9999638795852661,8.322091161971912e-06,4.727624400402419e-06,6.955748176551424e-06,1.0374274097557645e-06,8.936814879234589e-07,2.7217345177632524e-06,2.083175559164374e-06,8.838972462399397e-06,6.158542191769811e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173305_11.wav,Mode1/audio_20250702_173305_11.wav,Mode1,audio_20250702_173305_11.wav,48000,48000,0,Mode1,0.9999488592147827,0,True,0.004853916994761676,0.9999488592147827,2.1229798221611418e-05,6.053770448488649e-06,6.607136583625106e-06,1.0482319794391515e-06,1.2094164958398324e-06,3.586459797588759e-06,1.585170025464322e-06,9.257777492166497e-06,4.3622867451631464e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173306_13.wav,Mode1/audio_20250702_173306_13.wav,Mode1,audio_20250702_173306_13.wav,48000,48000,0,Mode1,0.9999433755874634,0,True,0.00481712500914,0.9999433755874634,2.778183261398226e-05,4.052211806993e-06,1.2872770639660303e-05,1.935235786731937e-06,1.4992569958849344e-06,2.0850784494541585e-06,1.061643047250982e-06,5.1558963605202734e-06,3.052118984214758e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173307_17.wav,Mode1/audio_20250702_173307_17.wav,Mode1,audio_20250702_173307_17.wav,48000,48000,0,Mode1,0.999962568283081,0,True,0.0048086249735206366,0.999962568283081,1.0582311006146483e-05,4.448053459782386e-06,1.3158549336367287e-05,1.745158328958496e-06,5.8869079566648e-07,2.3446366412827047e-06,6.503610165964346e-07,3.5341595321369823e-06,3.125857119812281e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173308_18.wav,Mode1/audio_20250702_173308_18.wav,Mode1,audio_20250702_173308_18.wav,48000,48000,0,Mode1,0.9999397993087769,0,True,0.004808333003893495,0.9999397993087769,2.6301182515453547e-05,6.916831353009911e-06,9.460411092732102e-06,2.5898816602420993e-06,1.0711338518376579e-06,5.609097115666373e-06,1.026428662953549e-06,6.807674253650475e-06,4.5416248894980527e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173309_21.wav,Mode1/audio_20250702_173309_21.wav,Mode1,audio_20250702_173309_21.wav,48000,48000,0,Mode1,0.9999731779098511,0,True,0.005130125005962327,0.9999731779098511,7.749527867417783e-06,3.333529548399383e-06,4.52353697255603e-06,2.0985444280086085e-06,5.360300860957068e-07,4.064745098730782e-06,6.284278128987353e-07,3.5338127872819314e-06,2.396968454831949e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173310_24.wav,Mode1/audio_20250702_173310_24.wav,Mode1,audio_20250702_173310_24.wav,48000,48000,0,Mode1,0.9999653100967407,0,True,0.00501337499008514,0.9999653100967407,1.4354888662637677e-05,3.4004308417934226e-06,7.090622148098191e-06,2.1502855815924704e-06,9.811732297748677e-07,3.0303535822895356e-06,6.019147917868395e-07,2.816361075019813e-06,2.2737796712135605e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173311_26.wav,Mode1/audio_20250702_173311_26.wav,Mode1,audio_20250702_173311_26.wav,48000,48000,0,Mode1,0.9999600648880005,0,True,0.004933958000037819,0.9999600648880005,1.672521284490358e-05,3.1765234780323226e-06,7.390993687295122e-06,1.8323465837966069e-06,1.1449529893070576e-06,4.957055352861062e-06,5.70112717923621e-07,3.958612069254741e-06,2.7673902991409705e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173312_28.wav,Mode1/audio_20250702_173312_28.wav,Mode1,audio_20250702_173312_28.wav,48000,48000,0,Mode1,0.9999439716339111,0,True,0.004903875000309199,0.9999439716339111,1.8422633729642257e-05,5.735984814236872e-06,8.663804692332633e-06,4.467368853511289e-06,1.3243250123196049e-06,8.083197826636024e-06,1.7389837694281596e-06,7.161200301197823e-06,4.986911221749324e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173313_30.wav,Mode1/audio_20250702_173313_30.wav,Mode1,audio_20250702_173313_30.wav,48000,48000,0,Mode1,0.9999184608459473,0,True,0.00497487498796545,0.9999184608459473,2.9249331419123337e-05,9.410053280589636e-06,1.5323792467825115e-05,5.4044303396949545e-06,2.5855424610199407e-06,7.336654562095646e-06,2.321332658539177e-06,9.262909770768601e-06,6.651731609963463e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173314_34.wav,Mode1/audio_20250702_173314_34.wav,Mode1,audio_20250702_173314_34.wav,48000,48000,0,Mode1,0.999517560005188,0,True,0.005643916985718533,0.999517560005188,0.00021699101489502937,2.9051188903395087e-05,0.00010374580597272143,4.5128581405151635e-05,7.321722023334587e-06,2.627769390528556e-05,1.362934744975064e-05,3.791367998928763e-05,2.3966385924723e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173315_35.wav,Mode1/audio_20250702_173315_35.wav,Mode1,audio_20250702_173315_35.wav,48000,48000,0,Mode1,0.9997515082359314,0,True,0.006817250017775223,0.9997515082359314,0.00013346612104214728,7.058802111714613e-06,2.9670070944121107e-05,2.934776603069622e-05,6.455295988416765e-06,1.1083914614573587e-05,7.49873606764595e-06,2.312274773430545e-05,8.878118364918919e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173316_38.wav,Mode1/audio_20250702_173316_38.wav,Mode1,audio_20250702_173316_38.wav,48000,48000,0,Mode1,0.999889612197876,0,True,0.005112832994200289,0.999889612197876,3.457431012066081e-05,4.11044129577931e-06,7.152177659008885e-06,1.461623287468683e-05,3.5066079817624995e-06,1.8039312635664828e-05,5.890844931855099e-06,2.1647339963237755e-05,7.152555667744309e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173317_41.wav,Mode1/audio_20250702_173317_41.wav,Mode1,audio_20250702_173317_41.wav,48000,48000,0,Mode1,0.9997836947441101,0,True,0.005535042000701651,0.9997836947441101,4.8433688789373264e-05,1.1553374861250632e-05,9.948373190127313e-06,4.329052535467781e-05,3.722039991771453e-06,3.234564792364836e-05,1.5190275917120744e-05,5.0697115511866286e-05,1.243418068952451e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173318_43.wav,Mode1/audio_20250702_173318_43.wav,Mode1,audio_20250702_173318_43.wav,48000,48000,0,Mode1,0.9998179078102112,0,True,0.0054166670015547425,0.9998179078102112,3.734785059350543e-05,7.015847131697228e-06,3.248790108045796e-06,2.8695623768726364e-05,5.806050467072055e-06,3.725546775967814e-05,1.3524431778932922e-05,4.843072747462429e-05,8.390845778194489e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173319_45.wav,Mode1/audio_20250702_173319_45.wav,Mode1,audio_20250702_173319_45.wav,48000,48000,0,Mode1,0.9998459815979004,0,True,0.005178124993108213,0.9998459815979004,1.4802708392380737e-05,8.989092748379335e-06,1.8483466419638717e-06,4.808847006643191e-05,9.624051926948596e-06,2.91486121568596e-05,1.2103091648896225e-05,2.8637570721912198e-05,7.984438070707256e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173319_49.wav,Mode1/audio_20250702_173319_49.wav,Mode1,audio_20250702_173319_49.wav,48000,48000,4,Mode5,0.7847440838813782,0,False,0.00516291701933369,0.002635324141010642,0.002085593994706869,6.36469412711449e-05,0.0005276796291582286,0.7847440838813782,0.007791712414473295,0.00020273732661735266,0.001833645743317902,0.20009732246398926,1.8227850887342356e-05
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_173320_47.wav,Mode1/audio_20250702_173320_47.wav,Mode1,audio_20250702_173320_47.wav,48000,48000,9,On,0.5277695655822754,0,False,0.0050854579894803464,0.00015821032866369933,0.0023861804511398077,0.017291955649852753,0.00030227212118916214,0.00018527945212554187,0.00029384688241407275,0.00018554965208750218,0.0036122833844274282,0.4478147625923157,0.5277695655822754
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180438_88.wav,Mode1/audio_20250702_180438_88.wav,Mode1,audio_20250702_180438_88.wav,48000,48000,9,On,0.9494802951812744,0,False,0.005212042015045881,1.9853428966598585e-05,0.00016845458594616503,0.0005440441891551018,6.600164397241315e-06,2.446731559757609e-05,0.0001718648854875937,8.960644481703639e-05,0.00013247951574157923,0.0493624210357666,0.9494802951812744
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180439_90.wav,Mode1/audio_20250702_180439_90.wav,Mode1,audio_20250702_180439_90.wav,48000,48000,1,Mode2,0.5493732690811157,0,False,0.005521332990610972,0.0012137554585933685,0.5493732690811157,0.0007307393825612962,0.0004575153288897127,0.0028800820000469685,0.07290682196617126,0.004098404198884964,0.00019428181985858828,0.35467156767845154,0.013473599217832088
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180440_93.wav,Mode1/audio_20250702_180440_93.wav,Mode1,audio_20250702_180440_93.wav,48000,48000,8,Off,0.5441617369651794,0,False,0.005320041993400082,0.2941339612007141,0.0013372149551287293,0.00048440718092024326,0.008118938654661179,0.0750504657626152,0.06671269983053207,0.0020293910056352615,0.007800467777997255,0.5441617369651794,0.00017066473083104938
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180441_95.wav,Mode1/audio_20250702_180441_95.wav,Mode1,audio_20250702_180441_95.wav,48000,48000,0,Mode1,0.9998043179512024,0,True,0.004956165998009965,0.9998043179512024,1.3468939869198948e-05,2.3737889023323078e-06,3.5346552067494486e-06,2.424164085823577e-05,7.647838356206194e-05,1.9678847820614465e-05,9.379290531796869e-06,4.5613749534823e-05,9.128984856943134e-07
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180442_97.wav,Mode1/audio_20250702_180442_97.wav,Mode1,audio_20250702_180442_97.wav,48000,48000,0,Mode1,0.9997971653938293,0,True,0.004921624989947304,0.9997971653938293,1.9424029233050533e-05,4.224701569910394e-06,4.514265128818806e-06,8.797513146419078e-06,7.29655657778494e-05,6.792932254029438e-05,3.234930773032829e-06,2.0586989194271155e-05,1.110674133997236e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180444_00.wav,Mode1/audio_20250702_180444_00.wav,Mode1,audio_20250702_180444_00.wav,48000,48000,0,Mode1,0.9998384714126587,0,True,0.005006500025046989,0.9998384714126587,1.6013867934816517e-05,4.892970082437387e-06,7.550354439445073e-06,7.1831241257314105e-06,3.8878144550835714e-05,6.645880057476461e-05,2.7583155315369368e-06,1.648328179726377e-05,1.3103854143992066e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180445_03.wav,Mode1/audio_20250702_180445_03.wav,Mode1,audio_20250702_180445_03.wav,48000,48000,0,Mode1,0.9997270703315735,0,True,0.004867708019446582,0.9997270703315735,1.4447995454247575e-05,6.556291282322491e-06,1.7447797290515155e-05,1.011835047393106e-05,3.5343335184734315e-05,0.00011230931704631075,1.0137427125300746e-05,6.423300510505214e-05,2.32816205425479e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180446_05.wav,Mode1/audio_20250702_180446_05.wav,Mode1,audio_20250702_180446_05.wav,48000,48000,0,Mode1,0.9997625946998596,0,True,0.005006541003240272,0.9997625946998596,8.839982001518365e-06,4.034575795230921e-06,1.898510890896432e-05,4.74252192361746e-06,1.798703488020692e-05,0.00012945590424351394,1.1005325177393388e-05,4.005773371318355e-05,2.3378988771582954e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180447_07.wav,Mode1/audio_20250702_180447_07.wav,Mode1,audio_20250702_180447_07.wav,48000,48000,0,Mode1,0.9996681213378906,0,True,0.004836040985537693,0.9996681213378906,9.344569662061986e-06,5.165849870536476e-06,1.7936328731593676e-05,6.63133641864988e-06,2.8470463803387247e-05,0.0001991935569094494,1.598832750460133e-05,4.6452583774225786e-05,2.620857912916108e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180448_09.wav,Mode1/audio_20250702_180448_09.wav,Mode1,audio_20250702_180448_09.wav,48000,48000,0,Mode1,0.9995936751365662,0,True,0.004783250013133511,0.9995936751365662,1.622637500986457e-05,4.230957529216539e-06,2.8168546123197302e-05,5.723551566916285e-06,4.542348688119091e-05,0.0002050829352810979,2.7508256607688963e-05,6.980091711739078e-05,4.107434051547898e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180449_12.wav,Mode1/audio_20250702_180449_12.wav,Mode1,audio_20250702_180449_12.wav,48000,48000,0,Mode1,0.9996188879013062,0,True,0.004880708002019674,0.9996188879013062,5.242050065135118e-06,8.671724572195671e-06,1.918997077154927e-05,1.4463912521023303e-05,2.1062536688987166e-05,0.0001838790631154552,2.836291241692379e-05,9.577724995324388e-05,4.437078132468741e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180450_14.wav,Mode1/audio_20250702_180450_14.wav,Mode1,audio_20250702_180450_14.wav,48000,48000,0,Mode1,0.9998136162757874,0,True,0.004918708000332117,0.9998136162757874,6.381069852068322e-06,3.5094965369353304e-06,2.101136306009721e-05,8.92691605258733e-06,1.5734127373434603e-05,4.916115722153336e-05,2.036215300904587e-05,5.9543064708122984e-05,1.7094885151891503e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180451_16.wav,Mode1/audio_20250702_180451_16.wav,Mode1,audio_20250702_180451_16.wav,48000,48000,0,Mode1,0.999690055847168,0,True,0.00574554200284183,0.999690055847168,5.8186160458717495e-06,4.658716534322593e-06,1.2131547919125296e-05,7.239685601234669e-06,3.1208182917907834e-05,0.00012500357115641236,3.606126119848341e-05,8.550410711904988e-05,2.322996806469746e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180452_19.wav,Mode1/audio_20250702_180452_19.wav,Mode1,audio_20250702_180452_19.wav,48000,48000,0,Mode1,0.999695897102356,0,True,0.005484708002768457,0.999695897102356,3.759849278139882e-06,4.004793481726665e-06,8.544325282855425e-06,4.747875209432095e-06,2.0142697394476272e-05,0.00010028450196841732,6.139031756902114e-05,9.863147715805098e-05,2.551232910263934e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180453_22.wav,Mode1/audio_20250702_180453_22.wav,Mode1,audio_20250702_180453_22.wav,48000,48000,0,Mode1,0.9996627569198608,0,True,0.0051940839912276715,0.9996627569198608,7.15522764949128e-06,4.681538939621532e-06,2.2314212401397526e-05,6.540582035086118e-06,3.5295386624056846e-05,8.738941687624902e-05,7.856595766497776e-05,9.253553434973583e-05,2.632833684401703e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180454_29.wav,Mode1/audio_20250702_180454_29.wav,Mode1,audio_20250702_180454_29.wav,48000,48000,0,Mode1,0.9997671246528625,0,True,0.005066416983027011,0.9997671246528625,8.43369616632117e-06,3.108041482846602e-06,2.8956417736480944e-05,2.758416258075158e-06,1.4776352145418059e-05,4.2029249016195536e-05,4.364614505902864e-05,8.737487951293588e-05,1.8154840972783859e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180455_28.wav,Mode1/audio_20250702_180455_28.wav,Mode1,audio_20250702_180455_28.wav,48000,48000,0,Mode1,0.9998131394386292,0,True,0.0049928750086110085,0.9998131394386292,3.1523265988653293e-06,3.0041869649721775e-06,7.491278211091412e-06,2.5799547529459232e-06,1.0285009011568036e-05,3.781913619604893e-05,3.620813731686212e-05,8.446855645161122e-05,1.7227523585461313e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180456_29.wav,Mode1/audio_20250702_180456_29.wav,Mode1,audio_20250702_180456_29.wav,48000,48000,0,Mode1,0.9998106360435486,0,True,0.005439582979306579,0.9998106360435486,3.915768047590973e-06,3.079151383644785e-06,1.0278590707457624e-05,3.140047056149342e-06,1.296060872846283e-05,5.625897756544873e-05,2.791485530906357e-05,7.014863513177261e-05,1.6857496802913374e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180457_31.wav,Mode1/audio_20250702_180457_31.wav,Mode1,audio_20250702_180457_31.wav,48000,48000,0,Mode1,0.9997488856315613,0,True,0.00515224999981001,0.9997488856315613,3.637939926193212e-06,4.4691601033264305e-06,9.77921808953397e-06,3.24099983117776e-06,1.5824025467736647e-05,8.497997623635456e-05,4.472918953979388e-05,8.231084939325228e-05,2.0605057216016576e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180458_35.wav,Mode1/audio_20250702_180458_35.wav,Mode1,audio_20250702_180458_35.wav,48000,48000,0,Mode1,0.9998712539672852,0,True,0.005399666988523677,0.9998712539672852,2.982192654599203e-06,4.275861556379823e-06,7.033867859718157e-06,3.5916918932343833e-06,1.3381190001382492e-05,4.526150587480515e-05,1.4055392057343852e-05,3.6833258491242304e-05,1.2770533430739306e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180459_36.wav,Mode1/audio_20250702_180459_36.wav,Mode1,audio_20250702_180459_36.wav,48000,48000,0,Mode1,0.9994252920150757,0,True,0.005551042006118223,0.9994252920150757,5.722991318179993e-06,8.978310688689817e-06,1.5146560144785326e-05,4.424612143338891e-06,3.678959546959959e-05,0.00027792833861894906,8.14521627034992e-05,0.00014011692837812006,4.253043243807042e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180500_39.wav,Mode1/audio_20250702_180500_39.wav,Mode1,audio_20250702_180500_39.wav,48000,48000,0,Mode1,0.999653697013855,0,True,0.00571900000795722,0.999653697013855,3.5067771477770293e-06,7.335146165132755e-06,8.461958714178763e-06,4.133557922614273e-06,2.274671714985743e-05,0.00016430277901235968,3.306652433821e-05,9.97094321064651e-05,2.951279384433292e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180501_42.wav,Mode1/audio_20250702_180501_42.wav,Mode1,audio_20250702_180501_42.wav,48000,48000,0,Mode1,0.99910968542099,0,True,0.005490790994372219,0.99910968542099,8.693483323440887e-06,1.4338230357680004e-05,1.8978897060151212e-05,6.191333341121208e-06,6.348595343297347e-05,0.0005159307620488107,7.981107773957774e-05,0.0001773780822986737,5.589558895735536e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180502_45.wav,Mode1/audio_20250702_180502_45.wav,Mode1,audio_20250702_180502_45.wav,48000,48000,0,Mode1,0.9991758465766907,0,True,0.0053095830080565065,0.9991758465766907,6.596038019779371e-06,1.5141147741815075e-05,1.6426722140749916e-05,7.402205028483877e-06,4.5884502469561994e-05,0.0005637150024995208,4.341983003541827e-05,0.00012011682701995596,5.4563311095989775e-06
MobileViT-XXS,/Volumes/Data/Research/LISTEN/9001-GitHub/Datasets/Onsite_Test/test/Mode1/audio_20250702_180503_46.wav,Mode1/audio_20250702_180503_46.wav,Mode1,audio_20250702_180503_46.wav,48000,48000,0,Mode1,0.9993077516555786,0,True,0.005980374990031123,0.9993077516555786,5.1525498747651e-06,1.3101876902510412e-05,1.3097816918161698e-05,6.9119319050514605e-06,3.2424180972157046e-05,0.00043661327799782157,4.5111319195711985e-05,0.00013439127360470593,5.450498520076508e-06
